STATUS,sEXT,sNEU,sAGR,sCON,sOPN,SENTIMENT
patchpaintspackl attack,4.2,1.55,4.95,3.4,4.65,-0.4767
pack box move box unpack box live box box box box box wrtrtyryhtg,4.2,1.55,4.95,3.4,4.65,0.0
laziest man earth move make sad,4.2,1.55,4.95,3.4,4.65,-0.7783
hide away,4.2,1.55,4.95,3.4,4.65,-0.1779
love summer even,4.2,1.55,4.95,3.4,4.65,0.6369
along sleepless week pull old man card go bed 1200 friday night find dentur cane,4.2,1.55,4.95,3.4,4.65,0.0
dinner propnam,4.2,1.55,4.95,3.4,4.65,0.0
moverama part four floor bed dresser garag set fire non essenti come period existenti dread sheer ecstasi hous collaps,4.2,1.55,4.95,3.4,4.65,-0.6597
look forward check propnam postbar mental institut congrat bar taker,4.2,1.55,4.95,3.4,4.65,0.0
well confid got spackl paint wall look fabul,4.2,1.55,4.95,3.4,4.65,0.2732
dedic good deserv desir give peac mind deserv happi deserv delight propnam,4.2,1.55,4.95,3.4,4.65,0.7783
phish shorelin tonight,4.2,1.55,4.95,3.4,4.65,0.0
laker haz championship,4.2,1.55,4.95,3.4,4.65,0.4404
king pop could dead,4.2,1.55,4.95,3.4,4.65,-0.6486
bake cooki roombecaus oven,4.2,1.55,4.95,3.4,4.65,0.0
got marin counti librari card let nerderi commenc,4.2,1.55,4.95,3.4,4.65,0.0
sleepi mcsleeperson,4.2,1.55,4.95,3.4,4.65,0.0
compass alon stand apart continu traffic good evil proceed within us propnam,4.2,1.55,4.95,3.4,4.65,-0.3612
gymth hurt,4.2,1.55,4.95,3.4,4.65,-0.5267
sleep make brain work bad,4.2,1.55,4.95,3.4,4.65,-0.5423
test curb hop subaru propnam sr laugh hard think broke someth,4.2,1.55,4.95,3.4,4.65,0.1027
accept thing fate bind love peopl fate bring togeth heart propnam,4.2,1.55,4.95,3.4,4.65,0.7783
hamlet therefor stranger give welcom thing heaven earth horatio dreamt philosophi hamlet act 1 scene 5 159167,4.2,1.55,4.95,3.4,4.65,0.5106
look forward terribl tshirt,4.2,1.55,4.95,3.4,4.65,0.0
back petaluma palac,4.2,1.55,4.95,3.4,4.65,0.0
left heart san francisco thu massiv coronari arrest upon exit citi,4.2,1.55,4.95,3.4,4.65,-0.34
dugout bar tonight live itlov,4.2,1.55,4.95,3.4,4.65,0.0
taho cloud sky beauti day aliv,4.2,1.55,4.95,3.4,4.65,0.0
oh hazard love,4.2,1.55,4.95,3.4,4.65,0.6369
unto breach,4.2,1.55,4.95,3.4,4.65,0.0
back magic nappynoo land man need,4.2,1.55,4.95,3.4,4.65,0.0
walk landlord today epic battl will commenc,4.2,1.55,4.95,3.4,4.65,0.0
juli 4thextra serv gaperad,4.2,1.55,4.95,3.4,4.65,0.0
look forward spamalot,4.2,1.55,4.95,3.4,4.65,0.0
readi nappynoo,4.2,1.55,4.95,3.4,4.65,0.0
moverama final act despit deviou brigand terrifi creatur run band pygmi cannib loyal cast final arriv princip novato,4.2,1.55,4.95,3.4,4.65,0.4767
longer abl chang situat challeng chang viktor e frankl,4.2,1.55,4.95,3.4,4.65,0.0
mountain bay,4.2,1.55,4.95,3.4,4.65,0.0
dentist get work done grill,4.2,1.55,4.95,3.4,4.65,0.0
purg nonbeliev itun librari,4.2,1.55,4.95,3.4,4.65,0.0
excit fair cotton candi shadi carni ride fall apart ride,4.2,1.55,4.95,3.4,4.65,0.3182
mountain visit peep,4.2,1.55,4.95,3.4,4.65,0.0
sleep perchanc dream ay there rub,4.2,1.55,4.95,3.4,4.65,0.25
come one come propnam propnam play britfest trucke guarante good time,4.2,1.55,4.95,3.4,4.65,0.6486
moverama round three time whole world move least insid head,4.2,1.55,4.95,3.4,4.65,0.0
get sick,4.2,1.55,4.95,3.4,4.65,-0.5106
headach gremlin back,4.2,1.55,4.95,3.4,4.65,0.0
happi father day old man rest dad,4.2,1.55,4.95,3.4,4.65,0.0
petaluma month novato camp lotsafun shut,4.2,1.55,4.95,3.4,4.65,0.0
glad room littl cooler surfac sun,4.2,1.55,4.95,3.4,4.65,0.4588
week move final end thank sweet jesu,4.2,1.55,4.95,3.4,4.65,0.6705
time step internet get sun,4.2,1.55,4.95,3.4,4.65,0.0
brainmonday molass,4.2,1.55,4.95,3.4,4.65,0.0
wireless card beat wireless adapt thank god steadi internetz,4.2,1.55,4.95,3.4,4.65,0.5574
set lazyomet 11,4.2,1.55,4.95,3.4,4.65,0.0
monday night malais,4.2,1.55,4.95,3.4,4.65,0.0
hell empti devil william shakespear tempest 12,4.2,1.55,4.95,3.4,4.65,-0.875
friday im love,4.2,1.55,4.95,3.4,4.65,0.6369
go boil yet beauti day,4.2,1.55,4.95,3.4,4.65,0.0
wist work,4.2,1.55,4.95,3.4,4.65,0.0
readi nappi noo time,4.2,1.55,4.95,3.4,4.65,0.0
hang parent unit,4.2,1.55,4.95,3.4,4.65,0.0
monday morn come strong,4.2,1.55,4.95,3.4,4.65,0.5106
shakespear park bad way spend sunday,4.2,1.55,4.95,3.4,4.65,-0.5423
must embrac pain burn fuel journey propnam,4.2,1.55,4.95,3.4,4.65,-0.5106
ti love night stroll,4.2,1.55,4.95,3.4,4.65,0.6369
razzl dazzl cafe zazzl,4.2,1.55,4.95,3.4,4.65,0.0
enjoy thursday masquerad friday,4.2,1.55,4.95,3.4,4.65,0.4939
portland fun good see sun,4.2,1.55,4.95,3.4,4.65,0.7351
month procrastin final watch last season battlestar galactica,4.2,1.55,4.95,3.4,4.65,0.0
teeth open revolt must make appeal dentist tomorrow quell polit unrest,4.2,1.55,4.95,3.4,4.65,0.0
insur check see condit preexist condit,4.2,1.55,4.95,3.4,4.65,0.0
oh portland love thee,4.2,1.55,4.95,3.4,4.65,0.6369
today truer true one aliv youer propnam,4.2,1.55,4.95,3.4,4.65,0.6486
fought box box,4.2,1.55,4.95,3.4,4.65,-0.3182
grumpi mcgrumperson,4.2,1.55,4.95,3.4,4.65,0.0
whiskey gogo,4.2,1.55,4.95,3.4,4.65,0.0
bill grill,4.2,1.55,4.95,3.4,4.65,0.0
musicmak dreamer dream propnam,4.2,1.55,4.95,3.4,4.65,0.25
haz dinner,4.2,1.55,4.95,3.4,4.65,0.0
drink em ya got em big one today,4.2,1.55,4.95,3.4,4.65,0.0
giant game tonight,4.2,1.55,4.95,3.4,4.65,0.0
final feel somewhat move might miracl folk,4.2,1.55,4.95,3.4,4.65,0.0
robinson cruso everyth done friday author unknown,4.2,1.55,4.95,3.4,4.65,0.0
bodi doth protest gym,4.2,1.55,4.95,3.4,4.65,-0.25
sol food lunch,4.2,1.55,4.95,3.4,4.65,0.0
get disturb deer meadow seem edg ever closerthey smell fear,4.2,1.55,4.95,3.4,4.65,-0.7096
sleepi mcsleeperson,4.2,1.55,4.95,3.4,4.65,0.0
great deed great thought ridicul begin great work often born street corner restaur revolv door propnam,4.2,1.55,4.95,3.4,4.65,0.9231
mondaz,4.2,1.55,4.95,3.4,4.65,0.0
got ticket phish show shorelin,4.2,1.55,4.95,3.4,4.65,0.0
dentist man cometh 1200,4.2,1.55,4.95,3.4,4.65,0.0
well move month final hung pictur go go lack motiv,4.2,1.55,4.95,3.4,4.65,-0.0516
grill good beer pretti awesom way spend saturday night,4.2,1.55,4.95,3.4,4.65,0.4404
begin time human race unreason grappl problem ten thousand year futur respons learn improv solut pass propnam,4.2,1.55,4.95,3.4,4.65,-0.4019
mondaz,4.2,1.55,4.95,3.4,4.65,0.0
monday morn brain broken,4.2,1.55,4.95,3.4,4.65,-0.4767
teh tire,4.2,1.55,4.95,3.4,4.65,0.0
break intarnetz,4.2,1.55,4.95,3.4,4.65,0.0
diet mean eat strang thing fruit veget would thought,4.2,1.55,4.95,3.4,4.65,0.0
hardli strictli tomorrow may fun make aliv,4.2,1.55,4.95,3.4,4.65,0.5106
friday afternoon catatonia,4.2,1.55,4.95,3.4,4.65,0.0
made back festiv coupla bee sting whiskey draught awesom tuneswhat awesom day,4.2,1.55,4.95,3.4,4.65,0.0
tooth upris quell thank loyalist forc dentist mouth remain polit intact less pain region,4.2,1.55,4.95,3.4,4.65,0.4201
beest still itch like go style docta say need beeiotomi,4.2,1.55,4.95,3.4,4.65,0.3612
rob smile steal someth thief william shakespear othello,4.2,1.55,4.95,3.4,4.65,-0.8271
teeth rebel,4.2,1.55,4.95,3.4,4.65,-0.1531
season 3 dexter keep pretti real,4.2,1.55,4.95,3.4,4.65,0.0
yeah steeler,4.2,1.55,4.95,3.4,4.65,0.296
nappi noo time,4.2,1.55,4.95,3.4,4.65,0.0
cold morn pretti sure hallucin polar bear penguin way car,4.2,1.55,4.95,3.4,4.65,0.3182
tri chrome first time seem pretti quick uptak,4.2,1.55,4.95,3.4,4.65,0.0
itch continu sting go go amput peg leg fashion,4.2,1.55,4.95,3.4,4.65,0.0
new muse album awesom,4.2,1.55,4.95,3.4,4.65,0.0
onset autumn come autumn cold fml,4.2,1.55,4.95,3.4,4.65,0.0
bois idaho bust,4.2,1.55,4.95,3.4,4.65,0.0
got bronz medal mp run,4.2,1.55,4.95,3.4,4.65,0.4767
bois idaho day 3 french fri happi deepfri,4.2,1.55,4.95,3.4,4.65,0.0
bay bridg make sad,4.2,1.55,4.95,3.4,4.65,-0.4767
nobel prize procrastin ineptitud thank god made new categori year,4.2,1.55,4.95,3.4,4.65,0.7845
hot one folk,4.2,1.55,4.95,3.4,4.65,0.0
kind dig weird weather today,4.2,1.55,4.95,3.4,4.65,0.4019
back cal woo hoo,4.2,1.55,4.95,3.4,4.65,0.4767
crazi week travel final back ca,4.2,1.55,4.95,3.4,4.65,0.0
look like time convert old subaru rowboat name captain propnam,4.2,1.55,4.95,3.4,4.65,0.3612
hey good old tahoma lodg fan page pleas join support boyc kay rememb good time,4.2,1.55,4.95,3.4,4.65,0.9001
spice exist us,4.2,1.55,4.95,3.4,4.65,0.0
break internet,4.2,1.55,4.95,3.4,4.65,0.0
happi halloween peopl tri mix booz candi much,4.2,1.55,4.95,3.4,4.65,0.0
set lazi dial 11,4.2,1.55,4.95,3.4,4.65,0.0
could go gentli good night could drink toast come dawn,4.2,1.55,4.95,3.4,4.65,0.4404
wait novemb get cold weather memo,4.2,1.55,4.95,3.4,4.65,0.0
cal one day back see famili portland vagabond r us,4.2,1.55,4.95,3.4,4.65,0.0
smell like sulfur vent open underneath build next come volcan ash burn,4.2,1.55,4.95,3.4,4.65,0.3612
kevin smith tonight,4.2,1.55,4.95,3.4,4.65,0.0
thor thunder god knock door,4.2,1.55,4.95,3.4,4.65,0.2732
open day propnam memori park cold season boo,4.2,1.55,4.95,3.4,4.65,0.0
beam scotti,4.2,1.55,4.95,3.4,4.65,0.0
octob pack festiv month hardli strictli wknd onto treasur island coupla week,4.2,1.55,4.95,3.4,4.65,0.0
bee sting itch,4.2,1.55,4.95,3.4,4.65,0.0
speed part true way strategi speed impli thing seem fast slow accord whether rhythm whatev way master strategi appear fast cours slow bad realli skill peopl never get time alway deliber never appear busi propnam,4.2,1.55,4.95,3.4,4.65,-0.1779
enjoy constitut abund epicuru,4.2,1.55,4.95,3.4,4.65,0.4939
bois idaho day 2 hope potato,4.2,1.55,4.95,3.4,4.65,0.4404
hardli strictli bust,4.2,1.55,4.95,3.4,4.65,0.0
zzzzzzzzzzzzzzzzzzzzzzzzz,4.2,1.55,4.95,3.4,4.65,0.0
good time mountain return battl nefari archvillain monday,4.2,1.55,4.95,3.4,4.65,0.4404
time limit dont wast live someon els life dont trap dogma live result peopl think dont let nois other opinion drown inner voic import courag follow heart intuit somehow alreadi know truli want becom everyth els secondari steve job,4.2,1.55,4.95,3.4,4.65,-0.3481
immun system battl cold uncivil war go bodi collater damag may abil breath form coher sentenc,4.2,1.55,4.95,3.4,4.65,-0.5994
kevin smith halloween wknd shape big one,4.2,1.55,4.95,3.4,4.65,0.0
bodi doth protest ye old basketbal yesterday least gave youngster good beat,4.2,1.55,4.95,3.4,4.65,0.2263
hour doth approach,4.2,1.55,4.95,3.4,4.65,0.0
monday night mad work ask work bell ring ring propnam,4.2,1.55,4.95,3.4,4.65,-0.4939
art show someon might mistak us sophist,4.2,1.55,4.95,3.4,4.65,0.0
sleep good like sleep,4.2,1.55,4.95,3.4,4.65,0.6597
cold sunni mountain,4.2,1.55,4.95,3.4,4.65,0.0
good time northern reach hope everyon still intact santarchi,4.2,1.55,4.95,3.4,4.65,0.7717
content seem realli propnam,4.2,1.55,4.95,3.4,4.65,0.0
endorphin rush go gym three week fat lazi nice chang pace,4.2,1.55,4.95,3.4,4.65,0.4215
mexican standoff monday tomorrow 800am,4.2,1.55,4.95,3.4,4.65,0.0
holiday parti mean even santa go drink,4.2,1.55,4.95,3.4,4.65,0.4019
congrat newli wed,4.2,1.55,4.95,3.4,4.65,0.0
go hall mountain king see turkey offer happi turkey day interweb,4.2,1.55,4.95,3.4,4.65,0.0
everyon anodyn,4.2,1.55,4.95,3.4,4.65,0.0
happi holiday everyon,4.2,1.55,4.95,3.4,4.65,0.4019
doctor say need backiotomi move,4.2,1.55,4.95,3.4,4.65,0.0
children dont grow bodi get bigger heart get torn million littl god caus rainstorm turn everi good thing rust,4.2,1.55,4.95,3.4,4.65,0.4588
gypsi carri furnitur night,4.2,1.55,4.95,3.4,4.65,0.0
music makersand dreamer dreamswand lone seabreakersand sit desol streamsworldlos worldforsakerson pale moon gleamsyet mover shakersof world ever seem propnam,4.2,1.55,4.95,3.4,4.65,-0.2732
peopl walk rain other get wet propnam,4.2,1.55,4.95,3.4,4.65,0.0
get road taho tomorrow battl tourist law fat elf man reindeer everyon keep talk,4.2,1.55,4.95,3.4,4.65,0.0
platitud notwithstand selfdecept remain difficult decept trick work other count noth welllit back alley one keep assign oneself win smile prettili drawn list good intent propnam,4.2,1.55,4.95,3.4,4.65,0.7579
current addict latest wilco album,4.2,1.55,4.95,3.4,4.65,0.2263
gotta love seal floor build ventil predict gener sleepi perman brain damag noon,4.2,1.55,4.95,3.4,4.65,0.6369
hutchin ahoy,4.2,1.55,4.95,3.4,4.65,0.0
wantz see avatar 3d,4.2,1.55,4.95,3.4,4.65,0.0
need templ need complic philosophi brain heart templ philosophi kind dalai lama,4.2,1.55,4.95,3.4,4.65,0.5267
back work tomorrow rememb work work year end,4.2,1.55,4.95,3.4,4.65,0.0
metaphys restaur give thirti thousand page menu food propnam,4.2,1.55,4.95,3.4,4.65,0.0
new diet open whole new world cuisin tonight dish prisonerofwar stew bean rice bean,4.2,1.55,4.95,3.4,4.65,0.0
tax man cometh,4.2,1.55,4.95,3.4,4.65,0.0
fight good fight least tri,4.2,1.55,4.95,3.4,4.65,-0.3182
monday morn broken brain,4.2,1.55,4.95,3.4,4.65,-0.4767
beyond mountain mountain haitian proverb,4.2,1.55,4.95,3.4,4.65,0.0
hell empti devil shakespear,4.2,1.55,4.95,3.4,4.65,-0.875
cheer emo kid,4.2,1.55,4.95,3.4,4.65,0.5106
goe,4.2,1.55,4.95,3.4,4.65,0.0
student readi teacher appear buddhist proverb,4.2,1.55,4.95,3.4,4.65,0.0
noth like stuff stolen car brighten day go human,4.2,1.55,4.95,3.4,4.65,0.296
appar fb account email bunch peopl malwar receiv facebook email one line respons link websit pleas disregard delet,4.2,1.55,4.95,3.4,4.65,-0.2732
somethign complet differ,4.2,1.55,4.95,3.4,4.65,0.0
back habit,4.2,1.55,4.95,3.4,4.65,0.0
friday come strong,4.2,1.55,4.95,3.4,4.65,0.5106
well surviv citi sfo pour rain manag get eaten sea monster good day,4.2,1.55,4.95,3.4,4.65,0.6124
good see taho kid pull medal congrat propnam,4.2,1.55,4.95,3.4,4.65,0.7184
tattoo ladi never go minut peac rest live everybodi els tattoo propnam propnam propnam world miss,4.2,1.55,4.95,3.4,4.65,-0.1531
excit pop chucki nativ cherri,3.75,2.5,4.0,4.75,4.5,0.0
read even dont speak often post comment memori anyth want youv finish post paragraph statu youll surpris peopl rememb,3.75,2.5,4.0,4.75,4.5,0.0772
interview 30so nervou,3.75,2.5,4.0,4.75,4.5,0.0
day man,3.75,2.5,4.0,4.75,4.5,0.0
definit nerd freak jay thought left 3d glass movi store,3.75,2.5,4.0,4.75,4.5,-0.6249
look job end two,3.75,2.5,4.0,4.75,4.5,0.0
dear rain wonder day boat friend ahead pleas go away sincer barb,3.75,2.5,4.0,4.75,4.5,0.7003
anyon wanna join rene chaz bar tonight,3.75,2.5,4.0,4.75,4.5,0.296
go intern rene tonight go interest night,3.75,2.5,4.0,4.75,4.5,0.4588
thing rememb watch scari movi 1 phone line alway get cut cell phone get lost broken never servic 2 power alway get turn 3 one girl get hurt miracul break ankl leg 4,3.75,2.5,4.0,4.75,4.5,-0.872
regga band cover one best beatl album life complet,3.75,2.5,4.0,4.75,4.5,0.6369
threw back forc nativ tonightlov jay,3.75,2.5,4.0,4.75,4.5,0.0
adventur nightfil nativ crazi scream men halfnak girlwhat great night,3.75,2.5,4.0,4.75,4.5,0.34
anoth adventur night nativesgo holland time,3.75,2.5,4.0,4.75,4.5,0.0
good bye eluntil sunday,3.75,2.5,4.0,4.75,4.5,0.4404
want go bar tonighti much ask,3.75,2.5,4.0,4.75,4.5,0.0772
woke root stuck headweird,3.75,2.5,4.0,4.75,4.5,-0.25
feel like insid turn goo go seep pore minut,3.75,2.5,4.0,4.75,4.5,0.3612
start like new room basement,3.75,2.5,4.0,4.75,4.5,0.3612
peopl tonightcal wanna come,3.75,2.5,4.0,4.75,4.5,0.0
go adventureto kalamazoo bitch jealou,3.75,2.5,4.0,4.75,4.5,-0.5859
ughthursday come fast enough,3.75,2.5,4.0,4.75,4.5,0.0
ughi need job,3.75,2.5,4.0,4.75,4.5,0.0
finallyth inspect hous look awesom,3.75,2.5,4.0,4.75,4.5,0.0
pump see harri potter chazyou best bf ever,3.75,2.5,4.0,4.75,4.5,0.6369
wonder two day boat,3.75,2.5,4.0,4.75,4.5,0.0
freak wonder nightin good bad way,3.75,2.5,4.0,4.75,4.5,-0.5423
get cold,3.75,2.5,4.0,4.75,4.5,0.0
go noth time unbeliev busi matter 2 day,3.75,2.5,4.0,4.75,4.5,0.0258
parti place call cell join,3.75,2.5,4.0,4.75,4.5,0.296
karma bitch isnt,3.75,2.5,4.0,4.75,4.5,-0.5859
goodby else tomorrow,3.75,2.5,4.0,4.75,4.5,0.0
home aloneand terribl bore,3.75,2.5,4.0,4.75,4.5,-0.25
complet uncomfort,3.75,2.5,4.0,4.75,4.5,0.0
go see inglouri basterd boy,3.75,2.5,4.0,4.75,4.5,0.0
parti place tonightcal wanna join,3.75,2.5,4.0,4.75,4.5,0.296
nachofest,3.75,2.5,4.0,4.75,4.5,0.0
wish thing could changesadli know never time face realiti,3.75,2.5,4.0,4.75,4.5,0.4019
wear bra bar terribl idea,3.75,2.5,4.0,4.75,4.5,0.0
librari rest life,3.75,2.5,4.0,4.75,4.5,0.0
realiz never get break studi school,3.75,2.5,4.0,4.75,4.5,0.0
phone decid isnt accept phone call momentfor text ugh hate technolog,3.75,2.5,4.0,4.75,4.5,-0.8264
earlier everyon el tri studybut chaz stole damn red bull,3.75,2.5,4.0,4.75,4.5,-0.4019
awesom way start weeknot,3.75,2.5,4.0,4.75,4.5,0.0
competit man see finish word search fastestw nerd,3.75,2.5,4.0,4.75,4.5,-0.296
migraineugh,3.75,2.5,4.0,4.75,4.5,0.0
reeeaaallllyyyy want see take woodstock,3.75,2.5,4.0,4.75,4.5,0.0772
bar tonight anyon want join,3.75,2.5,4.0,4.75,4.5,0.3612
got bit pig yesterday finger hurt,3.75,2.5,4.0,4.75,4.5,-0.5267
rob zombi disappoint menev thought would happen,3.75,2.5,4.0,4.75,4.5,-0.743
go man see play nachofest tomorrrow,3.75,2.5,4.0,4.75,4.5,0.34
pleas stop smoke cigarett houseor might kill,3.75,2.5,4.0,4.75,4.5,-0.7845
ye almost two long yearsfin reunit feel good,3.75,2.5,4.0,4.75,4.5,0.4404
yesgot hous,3.75,2.5,4.0,4.75,4.5,0.0
rupert night,3.75,2.5,4.0,4.75,4.5,0.0
studi eyebal fall make two week miss,3.75,2.5,4.0,4.75,4.5,-0.1531
facebook stalk falk hahaha love angi,3.75,2.5,4.0,4.75,4.5,0.8316
reloc espresso royaleugh much get done,3.75,2.5,4.0,4.75,4.5,0.0
cant get hilari listen npr day guy interview band band bunch scienc nerd made scienc song one song call brother chimp someth talk believ evolut guy interview goesso genesi song laugh hard still think funnyth end,3.75,2.5,4.0,4.75,4.5,0.25
reloc last timestil studi home long confus day,3.75,2.5,4.0,4.75,4.5,0.0
oh sucker nerdi guy,3.75,2.5,4.0,4.75,4.5,-0.5267
hard time studi,3.75,2.5,4.0,4.75,4.5,-0.1027
five day get see angi,3.75,2.5,4.0,4.75,4.5,0.0
ughnoth product come day,3.75,2.5,4.0,4.75,4.5,0.0
spend saturday best wayat librari alex,3.75,2.5,4.0,4.75,4.5,0.6369
oh mysteri man whose voic sound like seth rogen fell love didnt even see face,3.75,2.5,4.0,4.75,4.5,0.7717
feel like shit,3.75,2.5,4.0,4.75,4.5,-0.2732
one get christma cheer damn want watch charli brown christma,3.75,2.5,4.0,4.75,4.5,0.2263
attempt finish 10 page paper,3.75,2.5,4.0,4.75,4.5,0.0
stuck battlecreek nightugh hate snow sometim,3.75,2.5,4.0,4.75,4.5,-0.6908
porn star ask move hous,3.75,2.5,4.0,4.75,4.5,0.0
